MSSubClass,MSZoning,LotFrontage,LotShape,LandContour,LotConfig,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,ScreenPorch,SaleCondition,YrSold,Prediccion_Escalada,Precio_Predicho_USD
60,RL,75.0,IR1,Lvl,Corner,Timber,7,5,2003,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1072,942,2014,0.0,1,Gd,9,Typ,0,,Fin,2.0,486.0,Y,124,0,Abnorml,2009,12.242952806653776,207513.73446470711
20,RL,85.0,IR1,HLS,Inside,Timber,9,5,2007,Hip,CemntBd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1978,0,1978,1.0,0,Ex,7,Typ,1,Gd,Fin,3.0,920.0,Y,308,0,Normal,2009,12.762909342682796,349028.6685603062
20,RL,75.0,IR1,Lvl,Inside,Mitchel,5,7,1968,Gable,HdBoard,TA,CBlock,TA,No,ALQ,Gd,Y,1008,0,1008,0.0,0,Gd,6,Typ,0,,Unf,1.0,384.0,Y,144,0,Normal,2009,11.793428908593427,132379.6101309516
20,RL,83.0,IR1,Lvl,Inside,Mitchel,5,5,2000,Hip,HdBoard,TA,CBlock,TA,No,BLQ,Ex,Y,1404,0,1404,0.0,0,TA,7,Typ,1,Po,Unf,2.0,504.0,Y,0,0,Normal,2009,11.923851014904535,150821.30658162542
85,RL,50.0,IR1,Lvl,Inside,Mitchel,5,8,1972,Gable,MetalSd,TA,CBlock,Gd,Av,GLQ,Gd,Y,796,0,796,0.0,0,TA,4,Typ,0,,Unf,1.0,336.0,Y,138,0,Normal,2009,11.747072550760814,126383.03700265911
80,RL,62.0,Reg,Lvl,Inside,Mitchel,6,5,1996,Gable,HdBoard,TA,CBlock,Gd,Av,Rec,Ex,Y,1091,0,1091,0.0,0,TA,5,Typ,0,,Fin,1.0,429.0,Y,280,0,Normal,2009,11.843552534886937,139184.06362653474
85,RL,70.0,Reg,Lvl,Inside,Mitchel,5,6,1993,Gable,HdBoard,TA,PConc,Gd,Av,GLQ,TA,Y,883,0,883,1.0,0,TA,5,Typ,1,Fa,Unf,2.0,698.0,Y,100,0,Normal,2009,11.843475314343628,139173.31617248902
60,RL,62.0,Reg,Lvl,Inside,Mitchel,5,5,1992,Gable,HdBoard,TA,PConc,Gd,No,ALQ,TA,Y,624,663,1287,0.0,1,TA,6,Typ,0,,Unf,2.0,440.0,Y,150,0,Normal,2009,11.8116596906235,134815.12718311217
60,RL,70.0,IR1,Lvl,Inside,Mitchel,5,7,1969,Gable,VinylSd,Gd,CBlock,TA,Gd,BLQ,Ex,Y,784,848,1632,0.0,1,TA,7,Typ,1,TA,RFn,2.0,898.0,Y,0,0,Normal,2009,12.06925255869695,174425.4238339933
60,RL,72.0,IR1,Lvl,Inside,Gilbert,6,5,1998,Gable,VinylSd,TA,PConc,TA,No,BLQ,Ex,Y,926,678,1604,0.0,1,TA,7,Typ,1,TA,Fin,2.0,470.0,Y,0,0,Normal,2008,12.08167270551641,176605.3225153611
60,RL,65.0,Reg,Lvl,Inside,Gilbert,6,5,1996,Gable,VinylSd,TA,PConc,Gd,No,ALQ,Gd,Y,680,790,1470,0.0,1,TA,7,Typ,1,TA,Fin,2.0,420.0,Y,192,0,Normal,2008,12.04129388996727,169616.26332130827
60,RL,59.0,IR1,Lvl,Inside,Gilbert,6,5,1998,Gable,VinylSd,TA,PConc,Gd,Gd,GLQ,Ex,Y,926,678,1604,0.0,1,TA,7,Typ,0,,Fin,2.0,472.0,Y,100,0,Normal,2008,12.149484477490452,188996.63270179598
60,RL,,IR2,Lvl,Corner,Gilbert,6,5,1996,Gable,HdBoard,TA,PConc,Gd,No,Rec,Gd,Y,916,720,1636,0.0,1,TA,7,Typ,1,TA,Fin,2.0,386.0,Y,168,0,Normal,2008,12.113588786338768,182332.7851677272
20,RL,53.0,IR1,Lvl,Inside,Gilbert,5,5,1997,Gable,HdBoard,Gd,PConc,Gd,No,GLQ,Gd,Y,1384,0,1384,1.0,0,Gd,7,Typ,0,,Unf,2.0,404.0,Y,0,0,Normal,2008,12.049106769783705,170946.64509066494
120,RL,45.0,IR1,Lvl,Corner,StoneBr,8,5,1997,Gable,CemntBd,Gd,PConc,Ex,Mn,GLQ,Ex,Y,1682,0,1682,1.0,1,Gd,6,Min1,1,TA,Fin,2.0,528.0,Y,0,0,Normal,2008,12.49904498926413,268081.1438603759
120,RL,39.0,IR1,HLS,Inside,StoneBr,8,5,1992,Gable,HdBoard,Gd,PConc,Gd,Mn,Unf,Ex,Y,1280,0,1280,0.0,0,Gd,5,Typ,0,,RFn,2.0,506.0,Y,0,144,Normal,2008,12.232754135819597,205408.1256497743
60,RL,73.0,IR1,Lvl,Corner,Gilbert,6,5,1998,Gable,VinylSd,TA,PConc,Gd,No,Unf,Gd,Y,932,701,1633,0.0,1,TA,7,Typ,1,TA,Fin,2.0,460.0,Y,0,0,Family,2008,12.048198211854185,170791.40069568518
60,RL,,Reg,Lvl,FR3,Gilbert,6,5,1991,Gable,HdBoard,TA,PConc,Gd,No,ALQ,Gd,Y,851,858,1709,1.0,1,Gd,7,Typ,0,,Fin,2.0,416.0,Y,0,0,Normal,2008,12.137802699007489,186801.66144966654
120,RL,65.0,IR1,HLS,Inside,StoneBr,8,5,1989,Gable,HdBoard,Gd,PConc,Gd,Gd,GLQ,Gd,Y,1337,0,1337,1.0,0,Gd,5,Typ,1,TA,RFn,2.0,462.0,Y,0,0,Normal,2008,12.371342481855962,235942.28095156813
60,RL,101.0,IR1,HLS,Corner,StoneBr,8,5,2005,Gable,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1168,1332,2500,0.0,1,Ex,9,Typ,1,Gd,Fin,3.0,683.0,Y,192,0,Normal,2008,12.723973022028105,335699.9459724391
20,RL,53.0,IR1,HLS,CulDSac,StoneBr,9,5,2004,Hip,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1884,0,1884,1.0,0,Ex,7,Typ,1,Gd,Fin,3.0,670.0,Y,214,0,Normal,2008,12.772274376474508,352312.68730719376
20,RL,,IR1,Bnk,FR2,Gilbert,6,2,1952,Hip,BrkFace,TA,CBlock,TA,No,Unf,TA,Y,1474,0,1474,0.0,0,TA,7,Min2,2,Gd,Unf,2.0,495.0,Y,0,0,Normal,2008,11.861009070103709,141635.06589760433
120,RL,60.0,Reg,HLS,Inside,StoneBr,9,5,2007,Hip,MetalSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1710,0,1710,1.0,0,Ex,6,Typ,1,Gd,RFn,2.0,557.0,Y,156,0,Normal,2008,12.630471396354807,305734.20622068207
20,RL,,IR1,Lvl,Inside,Gilbert,6,5,1950,Hip,AsbShng,TA,CBlock,TA,No,Unf,Gd,Y,1488,0,1488,0.0,1,TA,6,Typ,1,TA,RFn,2.0,738.0,Y,0,0,Family,2008,11.982818320809063,159982.27723651938
20,RL,63.0,IR1,Lvl,Inside,NWAmes,7,6,1988,Gable,Plywood,Gd,CBlock,Gd,Mn,GLQ,Ex,Y,1688,0,1688,1.0,0,Ex,6,Typ,1,Ex,RFn,2.0,528.0,Y,0,141,Normal,2008,12.403505040471254,243654.14018460826
20,RL,,IR1,Lvl,Inside,NWAmes,7,7,1983,Gable,WdShing,Gd,CBlock,Gd,Mn,GLQ,TA,Y,1260,0,1260,1.0,0,TA,6,Typ,0,,Unf,2.0,598.0,Y,152,0,Normal,2008,12.12874118123017,185116.60100635455
20,RL,56.0,IR1,Lvl,CulDSac,NWAmes,7,5,1978,Hip,Plywood,Gd,CBlock,Gd,No,GLQ,TA,Y,2064,0,2064,1.0,0,Gd,7,Typ,2,Fa,Fin,2.0,550.0,Y,200,0,Normal,2008,12.383179860374277,238751.8149918717
20,RL,85.0,Reg,Lvl,Inside,NWAmes,7,5,1979,Hip,Plywood,Gd,CBlock,Gd,No,ALQ,TA,Y,1782,0,1782,0.0,0,Gd,6,Typ,1,TA,Fin,2.0,551.0,Y,467,0,Normal,2008,12.259216779683085,210916.32707925822
20,RL,90.0,Reg,Lvl,Corner,NWAmes,6,5,1976,Hip,HdBoard,TA,PConc,Gd,No,ALQ,TA,Y,1211,0,1211,1.0,0,Gd,6,Typ,1,Po,Fin,2.0,461.0,Y,0,0,Normal,2008,12.04331359162111,169959.18375076604
60,RL,80.0,Reg,Lvl,Inside,NWAmes,7,6,1988,Gable,HdBoard,TA,CBlock,Gd,Mn,Unf,TA,Y,1277,767,2044,0.0,1,TA,7,Min1,1,TA,Unf,2.0,489.0,Y,28,0,Normal,2008,12.20175730975179,199138.79238080807
60,RL,75.0,Reg,Lvl,Inside,NWAmes,5,6,1969,Gable,VinylSd,TA,CBlock,TA,No,BLQ,Gd,Y,720,588,1308,0.0,1,TA,7,Typ,0,,Unf,2.0,484.0,Y,0,0,Normal,2008,11.862559309481306,141854.8044336659
60,RL,,IR1,Lvl,Corner,NWAmes,7,7,1978,Mansard,Plywood,Gd,PConc,Gd,No,ALQ,Ex,Y,1420,1420,2840,0.0,1,Gd,8,Min2,2,Gd,Fin,4.0,1314.0,Y,0,208,Normal,2008,12.616516292079817,301497.28558674664
20,RL,80.0,Reg,Lvl,Inside,NWAmes,6,5,1976,Gable,HdBoard,TA,CBlock,TA,No,Unf,TA,Y,1444,0,1444,0.0,0,TA,5,Typ,1,Gd,Unf,2.0,473.0,Y,0,0,Normal,2008,11.961701151787121,156639.32551318104
60,RL,,IR1,Lvl,FR3,NWAmes,8,5,1996,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1236,1104,2340,1.0,1,Gd,9,Typ,1,Gd,RFn,3.0,787.0,Y,192,0,Normal,2008,12.535621709694684,278068.2064978564
90,RL,60.0,Reg,Lvl,FR2,NAmes,5,5,1974,Gable,VinylSd,TA,CBlock,Gd,Mn,Unf,TA,Y,896,896,1792,0.0,2,TA,8,Typ,0,,Unf,2.0,480.0,Y,0,0,Normal,2008,11.905764316497754,148117.9680253046
20,RL,68.0,Reg,Lvl,FR2,NAmes,4,6,1969,Gable,HdBoard,TA,CBlock,Gd,Mn,Rec,TA,Y,936,0,936,0.0,0,TA,4,Typ,0,,Unf,1.0,288.0,Y,16,0,Normal,2008,11.628174173814612,112215.249211837
20,RL,63.0,Reg,Lvl,Inside,NAmes,5,5,1971,Hip,MetalSd,TA,CBlock,Gd,No,Rec,TA,Y,864,0,864,1.0,0,TA,5,Typ,0,,Unf,2.0,576.0,Y,0,0,Normal,2008,11.677334855915598,117869.67641134182
160,RM,21.0,Reg,Lvl,Inside,BrDale,6,5,1973,Gable,HdBoard,TA,CBlock,TA,No,LwQ,TA,Y,483,504,987,0.0,1,TA,5,Typ,0,,Unf,1.0,264.0,Y,52,0,Normal,2008,11.4482365100981,93735.8978981278
160,RM,21.0,Reg,Lvl,Inside,BrDale,6,6,1972,Gable,HdBoard,TA,CBlock,TA,No,LwQ,Gd,Y,483,504,987,0.0,1,TA,5,Typ,0,,Unf,1.0,352.0,Y,411,0,Normal,2008,11.51302888066183,100010.34210391885
160,RM,21.0,Reg,Lvl,Inside,BrDale,5,5,1972,Gable,HdBoard,TA,CBlock,TA,No,Rec,TA,Y,630,672,1302,0.0,1,TA,6,Typ,0,,Unf,1.0,264.0,Y,0,0,Normal,2008,11.530569500681954,101780.06112289109
160,RL,24.0,Reg,Lvl,FR2,NPkVill,6,6,1975,Gable,Plywood,TA,CBlock,Gd,No,ALQ,Gd,Y,855,601,1456,0.0,1,TA,7,Typ,0,,RFn,2.0,460.0,Y,0,0,Normal,2008,11.975968805384356,158890.2204603368
120,RL,24.0,Reg,Lvl,Inside,NPkVill,7,6,1977,Gable,Plywood,TA,CBlock,Gd,No,ALQ,Fa,Y,1055,0,1055,0.0,0,TA,4,Typ,0,,Unf,2.0,440.0,Y,0,0,Normal,2008,11.916019756034133,149644.79866842213
20,RL,98.0,Reg,Lvl,Inside,NridgHt,8,5,2007,Hip,VinylSd,Gd,PConc,Ex,No,GLQ,Ex,Y,1582,0,1582,1.0,0,Gd,7,Typ,0,,Fin,3.0,905.0,Y,209,0,Partial,2008,12.51538423805599,272497.36901717714
20,RL,105.0,Reg,Lvl,Inside,NridgHt,8,5,2007,Hip,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,2464,0,2464,1.0,1,Ex,9,Typ,1,Ex,Fin,3.0,650.0,Y,358,0,Normal,2008,12.85093024578406,381143.1273052891
20,RL,104.0,IR1,Lvl,Inside,NridgHt,9,5,2007,Hip,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1950,0,1950,1.0,0,Ex,7,Typ,1,Gd,Fin,3.0,706.0,Y,156,0,Normal,2008,12.767720547057124,350711.962906781
60,RL,108.0,Reg,Lvl,Inside,NridgHt,9,5,2006,Hip,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1850,898,2748,1.0,1,Ex,9,Typ,1,Gd,Fin,3.0,850.0,Y,212,0,Abnorml,2008,12.836183199786763,375563.6337161656
60,RL,96.0,Reg,Lvl,Inside,NridgHt,10,5,2006,Hip,CemntBd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1632,1158,2790,1.0,1,Ex,10,Typ,1,Ex,Fin,4.0,1150.0,Y,30,192,Normal,2008,13.034208848551426,457809.6880893762
60,RL,102.0,IR1,Lvl,Inside,NridgHt,9,5,2005,Gable,CemntBd,Gd,PConc,Ex,Av,GLQ,Ex,Y,1414,917,2331,1.0,1,Ex,9,Typ,1,Gd,Fin,3.0,1003.0,Y,192,0,Normal,2008,12.784044409411656,356483.918852756
60,RL,74.0,Reg,Lvl,Inside,NridgHt,8,5,2007,Hip,VinylSd,Ex,PConc,Gd,Av,GLQ,Ex,Y,948,1140,2088,0.0,1,Gd,10,Typ,1,Gd,Fin,3.0,656.0,Y,100,0,Normal,2008,12.574289187413596,289030.98833345855
60,RL,85.0,IR1,Lvl,Inside,NridgHt,8,5,2004,Gable,VinylSd,Gd,PConc,Ex,No,GLQ,Ex,Y,1170,1162,2332,1.0,1,Ex,9,Typ,1,Gd,Fin,3.0,756.0,Y,224,0,Normal,2008,12.674742010668025,319573.3202005481
20,RL,106.0,Reg,HLS,Inside,NridgHt,10,5,2003,Hip,MetalSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,2470,0,2470,2.0,1,Ex,7,Typ,2,Gd,Fin,3.0,789.0,Y,154,216,Normal,2008,12.996880510859736,441035.43860980304
20,RL,92.0,IR1,Lvl,Corner,NridgHt,8,5,2004,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,1575,0,1575,1.0,0,Gd,7,Typ,1,TA,Fin,3.0,732.0,Y,216,0,Normal,2008,12.516507966826644,272803.7542653874
60,RL,130.0,Reg,Lvl,Inside,NridgHt,8,5,2002,Gable,VinylSd,Gd,PConc,Ex,Mn,GLQ,Ex,Y,1515,1134,2649,1.0,1,Gd,10,Typ,1,TA,Fin,3.0,746.0,Y,0,0,Normal,2008,12.714238897655461,332448.0537851715
60,RL,112.0,IR1,Lvl,Corner,NridgHt,8,5,2003,Gable,VinylSd,Gd,PConc,Ex,Gd,Unf,Ex,Y,1804,886,2690,0.0,1,Gd,9,Typ,1,Gd,Fin,3.0,795.0,Y,268,0,Normal,2008,12.724722272757026,335951.5636522517
120,RL,58.0,IR1,Lvl,Inside,NridgHt,9,5,2008,Hip,MetalSd,Ex,PConc,Gd,No,GLQ,Ex,Y,1866,0,1866,1.0,0,Ex,7,Typ,1,Gd,Fin,3.0,870.0,Y,0,0,Partial,2008,12.684616581209324,322744.60124466947
120,RL,135.0,IR3,Lvl,Corner,NridgHt,7,5,2005,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1367,0,1367,0.0,0,Gd,6,Typ,1,Gd,RFn,2.0,484.0,Y,0,0,Normal,2008,12.308613635653188,221596.54346537753
120,RL,89.0,IR1,Lvl,Inside,NridgHt,9,5,2008,Hip,MetalSd,Ex,PConc,Ex,No,GLQ,Ex,Y,1800,0,1800,1.0,0,Ex,6,Typ,1,Gd,RFn,3.0,944.0,Y,210,0,Partial,2008,12.695469635341713,326266.44267135503
120,RL,48.0,Reg,Lvl,Inside,NridgHt,8,5,2007,Hip,MetalSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1342,0,1342,1.0,0,Gd,6,Typ,1,Gd,Fin,2.0,550.0,Y,0,0,Normal,2008,12.363685749479636,234142.63255523948
120,RL,48.0,Reg,Lvl,Inside,NridgHt,8,5,2007,Hip,MetalSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1342,0,1342,0.0,0,Gd,6,Typ,1,Gd,RFn,2.0,550.0,Y,0,0,Normal,2008,12.324976491594478,225252.323718893
160,RL,36.0,Reg,Lvl,Inside,NridgHt,7,5,2004,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,764,862,1626,0.0,1,Gd,6,Typ,0,,RFn,2.0,474.0,Y,0,0,Normal,2008,12.14536875845162,188220.3741890425
120,RL,,Reg,Lvl,Inside,Blmngtn,7,5,2003,Gable,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,1455,0,1455,1.0,0,Gd,6,Typ,1,TA,Fin,3.0,644.0,Y,156,144,Normal,2008,12.400536455032489,242931.90459138577
120,RM,,Reg,Lvl,Inside,Blmngtn,7,5,2004,Hip,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1576,0,1576,1.0,0,Gd,7,Typ,1,TA,RFn,3.0,668.0,Y,143,0,Normal,2008,12.306072752507774,221034.20726083728
20,RL,53.0,Reg,Lvl,Inside,Blmngtn,7,5,2008,Gable,WdShing,Gd,PConc,Gd,Gd,Unf,Ex,Y,1246,0,1246,0.0,0,Gd,5,Typ,1,Gd,Fin,2.0,428.0,Y,100,0,Partial,2008,12.171580688453439,193219.2219784245
60,RL,80.0,IR1,Lvl,Inside,Gilbert,6,5,2004,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,813,702,1515,0.0,1,Gd,8,Typ,1,Gd,Fin,2.0,393.0,Y,0,0,Normal,2008,12.08692988223713,177536.21268873126
60,RL,,IR1,Lvl,Inside,Gilbert,7,5,2003,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,840,880,1720,0.0,1,Gd,7,Typ,1,Gd,Fin,2.0,400.0,Y,138,0,Normal,2008,12.186054756715487,196036.22777423362
60,RL,,IR1,Lvl,Inside,Gilbert,7,5,2003,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,847,1139,1986,0.0,1,Gd,9,Typ,1,Gd,Fin,2.0,434.0,Y,120,0,Normal,2008,12.24012139857945,206927.0094223964
120,RL,55.0,IR1,Lvl,Inside,NridgHt,7,6,2008,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1358,0,1358,1.0,0,Gd,6,Typ,1,Gd,RFn,2.0,484.0,Y,192,0,Partial,2008,12.395475802775744,241705.6162267931
60,RL,71.0,IR1,Lvl,Inside,Gilbert,7,5,2001,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1008,884,1892,0.0,1,TA,8,Typ,1,TA,RFn,2.0,431.0,Y,108,0,Normal,2008,12.291684103348976,217876.59496558266
60,RL,,Reg,Lvl,Inside,Gilbert,7,5,2002,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,707,707,1414,0.0,1,Gd,6,Typ,1,Gd,Fin,2.0,403.0,Y,100,0,Normal,2008,12.08843693428652,177803.97071386734
60,RL,41.0,IR1,Lvl,FR2,Gilbert,7,5,2000,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1037,1285,2322,0.0,1,TA,8,Typ,1,TA,Fin,2.0,400.0,Y,144,0,Normal,2008,12.338893583721559,228409.0966582531
60,RL,77.0,IR1,Lvl,Inside,Gilbert,7,5,1999,Gable,VinylSd,TA,PConc,Gd,No,Unf,Ex,Y,873,778,1651,0.0,1,TA,7,Typ,1,TA,Fin,2.0,450.0,Y,0,0,Normal,2008,12.125561495436164,184528.9231904395
75,RL,84.0,Reg,Lvl,Inside,NoRidge,8,5,1997,Hip,HdBoard,Gd,PConc,Gd,No,Unf,Ex,Y,1182,1017,2199,0.0,1,Gd,9,Typ,1,TA,Fin,2.0,516.0,Y,0,0,Normal,2008,12.44441818817689,253829.5323415598
60,RL,,Reg,Lvl,FR2,NoRidge,9,5,2000,Hip,VinylSd,Gd,PConc,Ex,Mn,Unf,Ex,Y,1533,639,2172,0.0,1,Ex,8,Typ,1,TA,RFn,3.0,687.0,Y,162,0,Normal,2008,12.663070761377304,315865.18171103887
20,RL,136.0,IR1,Lvl,Inside,NoRidge,8,5,1998,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,2006,0,2006,1.0,0,Gd,5,Typ,1,TA,Fin,3.0,938.0,Y,144,0,Normal,2008,12.627243572204684,304748.9409532804
60,RL,97.0,IR1,Lvl,CulDSac,NoRidge,7,5,1997,Gable,VinylSd,Gd,PConc,Ex,No,GLQ,Ex,Y,1064,1061,2125,1.0,1,Gd,12,Typ,2,TA,RFn,2.0,576.0,Y,168,0,Normal,2008,12.536512012987028,278315.88177429495
60,RL,,IR1,Lvl,CulDSac,NoRidge,8,7,1995,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1251,1250,2501,0.0,1,Gd,9,Typ,1,TA,RFn,3.0,751.0,Y,192,0,Normal,2008,12.683483059146777,322378.9703830639
60,RL,91.0,Reg,Lvl,Inside,NoRidge,7,5,1994,Hip,VinylSd,Gd,PConc,Gd,Av,BLQ,Ex,Y,1108,1089,2197,1.0,1,Gd,9,Typ,1,Gd,Fin,3.0,783.0,Y,385,0,Normal,2008,12.579768229015423,290618.94741716696
20,RL,74.0,IR1,Lvl,Inside,Somerst,7,5,2006,Gable,VinylSd,Gd,PConc,Ex,No,GLQ,Gd,Y,1578,0,1578,1.0,0,Gd,7,Typ,1,Gd,Unf,3.0,642.0,Y,0,0,Normal,2008,12.402679773859656,243453.14350726746
60,RL,73.0,Reg,Lvl,Inside,Somerst,8,5,2007,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1341,520,1861,0.0,0,Gd,7,Typ,1,Gd,RFn,3.0,851.0,Y,144,0,Normal,2008,12.435379665296093,251545.62542672927
60,RL,80.0,Reg,Lvl,Inside,Somerst,8,5,2008,Hip,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,955,919,1874,1.0,1,Gd,8,Typ,1,Gd,Fin,3.0,880.0,Y,168,0,Partial,2008,12.561031448778001,285224.3802961466
20,RL,87.0,Reg,Lvl,Corner,Somerst,8,5,2007,Hip,VinylSd,Gd,PConc,Ex,No,GLQ,Ex,Y,1460,0,1460,0.0,0,Gd,6,Typ,1,Gd,Fin,2.0,480.0,Y,0,0,Normal,2008,12.381324161900771,238309.17444396284
20,FV,72.0,Reg,Lvl,Inside,Somerst,8,5,2008,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1372,0,1372,0.0,0,Gd,6,Typ,0,,RFn,2.0,588.0,Y,192,0,Partial,2008,12.31395370184596,222783.04886469612
20,FV,85.0,Reg,Lvl,Inside,Somerst,8,5,2007,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1660,0,1660,0.0,0,Gd,7,Typ,1,Gd,Fin,3.0,660.0,Y,133,0,Normal,2008,12.446857136936538,254449.36512757392
20,FV,62.0,Reg,Lvl,Inside,Somerst,7,5,2008,Gable,CemntBd,Gd,PConc,Gd,No,GLQ,Ex,Y,1218,0,1218,1.0,0,Gd,6,Typ,0,,Fin,2.0,462.0,Y,168,0,Partial,2008,12.244274884468169,207788.26520473772
60,RL,68.0,Reg,Lvl,Inside,SawyerW,6,5,2003,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,835,861,1696,1.0,1,Gd,7,Typ,0,,RFn,2.0,542.0,Y,143,0,Normal,2008,12.14116371889487,187430.56183010893
60,RL,67.0,Reg,Lvl,FR2,SawyerW,7,5,2004,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,835,828,1663,0.0,1,Gd,8,Typ,0,,RFn,2.0,478.0,Y,168,0,Normal,2008,12.125210754053526,184464.21260978564
20,RL,63.0,Reg,Lvl,Inside,SawyerW,6,5,2006,Gable,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Y,1175,0,1175,1.0,0,Gd,6,Typ,0,,,0.0,0.0,Y,0,0,Normal,2008,11.906169718673281,148178.0275450842
20,RL,81.0,Reg,Lvl,Corner,SawyerW,7,5,2007,Gable,VinylSd,Gd,PConc,Gd,Mn,Unf,Ex,Y,1162,0,1162,0.0,0,Gd,6,Typ,0,,Fin,2.0,483.0,Y,0,0,Normal,2008,12.00833223680126,164116.56832690994
60,RL,65.0,IR1,Lvl,Inside,SawyerW,6,5,1995,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,754,855,1609,0.0,1,Gd,6,Typ,0,,RFn,2.0,525.0,Y,0,0,Normal,2008,12.053761150832315,171744.1504230375
60,RL,50.0,IR1,Lvl,Inside,SawyerW,6,5,1994,Gable,HdBoard,Gd,PConc,Gd,No,GLQ,Ex,Y,886,794,1680,0.0,1,Gd,7,Typ,0,,RFn,2.0,474.0,Y,144,0,Normal,2008,12.090085858648713,178097.39786597746
60,RL,43.0,IR2,Lvl,CulDSac,SawyerW,7,5,1995,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,832,825,1657,0.0,1,Gd,6,Typ,0,,RFn,2.0,483.0,Y,144,0,Normal,2008,12.208220205636783,200429.97355309295
60,RL,65.0,Reg,Lvl,Inside,SawyerW,6,5,2001,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,827,850,1677,1.0,1,Gd,7,Typ,0,,RFn,2.0,627.0,Y,0,0,Normal,2008,12.110943158231038,181851.03796928417
60,RL,75.0,Reg,Lvl,Corner,SawyerW,7,5,1992,Gable,HdBoard,Gd,PConc,Gd,No,GLQ,Gd,Y,844,893,1737,0.0,1,Gd,7,Typ,0,,Fin,2.0,506.0,Y,192,0,Normal,2008,12.150305552492691,189151.8768372326
20,RL,70.0,Reg,Lvl,Inside,Sawyer,5,5,1963,Hip,Wd Sdng,TA,PConc,TA,No,BLQ,TA,Y,984,0,984,1.0,0,TA,5,Typ,1,TA,RFn,1.0,384.0,Y,145,0,Normal,2008,11.711800984761249,122003.00868469283
20,RL,75.0,Reg,Lvl,Inside,Sawyer,5,8,2007,Gable,Wd Sdng,TA,CBlock,TA,No,ALQ,Ex,Y,864,0,864,1.0,0,Gd,5,Typ,1,TA,Unf,1.0,420.0,Y,132,0,Normal,2008,11.800838942706186,133364.1909413926
190,RL,65.0,Reg,Lvl,Inside,Sawyer,5,5,1968,Gable,HdBoard,TA,CBlock,TA,Mn,ALQ,Gd,N,890,0,890,1.0,0,TA,5,Typ,0,,Unf,1.0,308.0,Y,0,0,Normal,2008,11.548027450084996,103572.53319803855
20,RL,60.0,Reg,Lvl,Inside,Sawyer,5,5,1963,Hip,Wd Sdng,TA,CBlock,Gd,No,ALQ,TA,Y,864,0,864,0.0,0,TA,5,Typ,0,,Unf,1.0,276.0,Y,0,0,Abnorml,2008,11.527616356408224,101479.9332967111
